# MEAN_SAMPLE_SIZE = 57513
# TOTAL_GENES = 16333
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster257     COVAR   2708   16333       31.996     0.042552       7.0539   2.8938e-06
Cluster229     COVAR   2709   16333       37.915     0.052645       6.6792   7.0171e-09
Cluster258     COVAR   2709   16333       22.052     0.032692       6.4899   0.00034049
Cluster229     COVAR   2710   16333       35.233     0.048921       6.6816   6.8142e-08
Cluster259     COVAR   2710   16333        44.75     0.058895       7.3737   6.6209e-10
Cluster229     COVAR   2711   16333       35.829     0.049749       6.6785   4.1196e-08
Cluster260     COVAR   2711   16333       38.809     0.054157       6.9051   9.7243e-09
Cluster229     COVAR   2712   16333       36.325     0.050437       6.6618   2.5262e-08
Cluster261     COVAR   2712   16333       40.501     0.056983       6.8457   1.6868e-09
Cluster229     COVAR   2713   16333       33.926     0.047106       6.6989   2.0759e-07
Cluster262     COVAR   2713   16333       47.933     0.063797       7.2909    2.535e-11
Cluster229     COVAR   2714   16333        34.88     0.048431       6.6768   8.8881e-08
Cluster263     COVAR   2714   16333       44.975     0.064218        6.799   1.9314e-11
Cluster229     COVAR   2715   16333       35.183     0.048851       6.6891   7.3283e-08
Cluster264     COVAR   2715   16333       37.938     0.055559       6.5175   2.9945e-09
Cluster229     COVAR   2716   16333       36.951     0.051307       6.6815    1.628e-08
Cluster265     COVAR   2716   16333       27.354     0.042222       6.2695   6.4606e-06
Cluster229     COVAR   2717   16333       36.398     0.050539       6.6917   2.7223e-08
Cluster266     COVAR   2717   16333       29.386     0.042922       6.4078   2.2804e-06
Cluster229     COVAR   2718   16333       35.974      0.04995       6.7348   4.6864e-08
Cluster267     COVAR   2718   16333       26.979     0.038852        6.799   3.6422e-05
Cluster229     COVAR   2719   16333       36.579      0.05079       6.7045   2.4807e-08
Cluster268     COVAR   2719   16333        26.57     0.039375       6.5312   2.3833e-05
Cluster229     COVAR   2720   16333       34.056     0.047287       6.7565   2.3528e-07
Cluster269     COVAR   2720   16333       37.013     0.048865        7.373    2.616e-07
Cluster229     COVAR   2721   16333       34.393     0.047755       6.7215   1.5751e-07
Cluster270     COVAR   2721   16333       35.615     0.053782       6.4658   1.8456e-08
Cluster229     COVAR   2722   16333       34.105     0.047355       6.7623   2.3174e-07
Cluster271     COVAR   2722   16333       33.398     0.047963       6.8374   5.2433e-07
Cluster229     COVAR   2723   16333       36.774     0.051061        6.696   2.0247e-08
Cluster272     COVAR   2723   16333       22.509     0.040699        5.488   2.0644e-05
Cluster229     COVAR   2724   16333       31.949     0.044362       6.7896   1.2783e-06
Cluster273     COVAR   2724   16333       43.414     0.058041       7.4137   2.4297e-09
Cluster229     COVAR   2725   16333       35.507     0.049301       6.7212   6.4622e-08
Cluster274     COVAR   2725   16333       30.849     0.045032       6.6873   2.0031e-06
Cluster229     COVAR   2726   16333       34.058      0.04729       6.7639   2.4176e-07
Cluster275     COVAR   2726   16333       32.038     0.048133       6.5498   5.0664e-07
Cluster229     COVAR   2727   16333       35.874     0.049811        6.778   6.1242e-08
Cluster277     COVAR   2727   16333       20.696     0.032633       6.0106    0.0002883
Cluster229     COVAR   2728   16333       31.737     0.044066       6.7676   1.3834e-06
Cluster278     COVAR   2728   16333       41.992        0.061       6.5675   8.3568e-11
Cluster229     COVAR   2729   16333       37.774     0.052449        6.693   8.4901e-09
Cluster279     COVAR   2729   16333       19.381     0.030216       6.0748   0.00071201
Cluster229     COVAR   2730   16333        33.11     0.045973       6.7141    4.132e-07
Cluster280     COVAR   2730   16333       45.774     0.063919       6.7971   8.5716e-12
Cluster229     COVAR   2731   16333       38.336      0.05323       6.6638   4.4864e-09
Cluster281     COVAR   2731   16333       18.097     0.033519       5.2858   0.00030991
Cluster229     COVAR   2732   16333       38.113     0.052919       6.6513   5.1284e-09
Cluster282     COVAR   2732   16333       21.169     0.041066       4.8407   6.1703e-06
Cluster229     COVAR   2733   16333       33.803     0.046935       6.7336   2.6171e-07
Cluster283     COVAR   2733   16333       39.993     0.054593       7.0487   7.1332e-09
Cluster229     COVAR   2734   16333       35.437     0.049205       6.7195   6.7881e-08
Cluster284     COVAR   2734   16333       30.452     0.044326       6.4664   1.2558e-06
Cluster229     COVAR   2735   16333       37.379     0.051901       6.7282   1.4099e-08
Cluster285     COVAR   2735   16333       19.597     0.028249       6.6888    0.0016988
Cluster229     COVAR   2736   16333       33.551     0.046586       6.7399    3.252e-07
Cluster286     COVAR   2736   16333        39.26     0.055986        6.866   5.5066e-09
Cluster229     COVAR   2737   16333       35.392     0.049142       6.7092   6.7378e-08
Cluster287     COVAR   2737   16333       29.228      0.04795       5.8428   2.8673e-07
Cluster229     COVAR   2738   16333       32.112     0.044588       6.7433   9.6842e-07
Cluster288     COVAR   2738   16333       47.272     0.066639       7.0813    1.281e-11
Cluster229     COVAR   2739   16333       37.031     0.051417       6.6786   1.5014e-08
Cluster289     COVAR   2739   16333        23.65      0.04146       5.4013   6.0185e-06
Cluster229     COVAR   2740   16333       36.169     0.050221       6.6896   3.2647e-08
Cluster290     COVAR   2740   16333       29.677     0.046862        6.091   5.5799e-07
Cluster229     COVAR   2741   16333       37.471     0.052029       6.6726   9.9903e-09
Cluster291     COVAR   2741   16333        26.99     0.038875       6.5538   1.9212e-05
Cluster229     COVAR   2742   16333       36.801     0.051098       6.6834   1.8673e-08
Cluster292     COVAR   2742   16333       28.869     0.042677       6.4837   4.2787e-06
Cluster229     COVAR   2743   16333       36.581     0.050792       6.6756   2.1693e-08
Cluster293     COVAR   2743   16333       29.469     0.047458       5.9279   3.3693e-07
Cluster229     COVAR   2744   16333       34.891     0.048447       6.7016   9.7721e-08
Cluster294     COVAR   2744   16333       38.624     0.053963       6.8303   7.9672e-09
Cluster229     COVAR   2745   16333       37.087     0.051495        6.672   1.3865e-08
Cluster295     COVAR   2745   16333       25.056     0.043503       5.4775    2.411e-06
Cluster229     COVAR   2746   16333       34.885     0.048438       6.6994     9.73e-08
Cluster296     COVAR   2746   16333        34.97     0.054143       6.1015   5.0886e-09
Cluster229     COVAR   2747   16333       38.028     0.052802       6.6909   6.7398e-09
Cluster389     COVAR   2747   16333       18.595     0.027705       6.2457    0.0014567
Cluster229     COVAR   2748   16333       33.442     0.046435       6.9287   7.0208e-07
Cluster403     COVAR   2748   16333        19.32     0.035087        5.324   0.00014293
Cluster229     COVAR   2749   16333       36.487     0.050662       6.6927   2.5388e-08
Cluster404     COVAR   2749   16333        33.51     0.038852       7.4968   3.9449e-06
Cluster229     COVAR   2750   16333       34.672     0.048142       6.8345   1.9846e-07
Cluster405     COVAR   2750   16333       29.012     0.034988       7.9495   0.00013187
Cluster229     COVAR   2751   16333       36.726     0.050995       6.7878   3.1956e-08
Cluster407     COVAR   2751   16333       20.327     0.026085       7.3373    0.0028039
Cluster229     COVAR   2752   16333       33.764     0.046881       6.9326   5.6352e-07
Cluster423     COVAR   2752   16333       29.653     0.032973       8.5958   0.00028154
Cluster229     COVAR   2753   16333       34.186     0.047468       6.9321   4.1282e-07
Cluster424     COVAR   2753   16333       27.144     0.031472       8.3595   0.00058453
Cluster229     COVAR   2754   16333        32.25     0.044779       7.5385   9.4972e-06
Cluster426     COVAR   2754   16333       22.777     0.025124       9.5597    0.0086033
Cluster229     COVAR   2755   16333       35.826     0.049745       6.9942   1.5311e-07
Cluster427     COVAR   2755   16333       16.822     0.022039       7.5491     0.012935
Cluster229     COVAR   2756   16333       35.827     0.049746       6.7727   6.2144e-08
Cluster428     COVAR   2756   16333        26.28     0.033623       7.4307   0.00020329
Cluster229     COVAR   2757   16333       38.585     0.053575       6.6617   3.5575e-09
Cluster433     COVAR   2757   16333       14.285     0.028803       4.4855   0.00072606
Cluster229     COVAR   2758   16333        38.17     0.052999       6.6879   5.8637e-09
Cluster456     COVAR   2758   16333       18.485     0.027376       6.3863    0.0019024
Cluster229     COVAR   2759   16333       38.144     0.052963       6.6895   6.0463e-09
Cluster92      COVAR   2759   16333       17.581     0.027962       6.0857    0.0019364
Cluster230     COVAR   2760   16333       10.303     0.015439       7.9849     0.098479
Cluster231     COVAR   2760   16333       36.788     0.048985       9.2299   3.3821e-05
Cluster230     COVAR   2761   16333       17.886     0.026801       8.0002     0.012695
Cluster232     COVAR   2761   16333       22.848     0.031039       9.1096    0.0060738
Cluster230     COVAR   2762   16333       9.0868     0.013616       7.9508      0.12656
Cluster233     COVAR   2762   16333       39.965     0.053181       9.3722   1.0103e-05
Cluster230     COVAR   2763   16333       15.072     0.022584       7.4038       0.0209
Cluster234     COVAR   2763   16333       34.983     0.043329       9.3137   8.6653e-05
Cluster230     COVAR   2764   16333       28.907     0.043316       6.1067   1.1139e-06
Cluster236     COVAR   2764   16333       25.615     0.038449       6.2747   2.2426e-05
Cluster230     COVAR   2765   16333       25.067     0.037561       6.1904   2.5829e-05
Cluster237     COVAR   2765   16333       38.364     0.048408       7.4823   1.4904e-07
Cluster230     COVAR   2766   16333       27.866     0.041755        6.155   3.0128e-06
Cluster238     COVAR   2766   16333       22.633      0.03216       6.7333    0.0003889
Cluster230     COVAR   2767   16333       24.011     0.035979       6.1504   4.7548e-05
Cluster239     COVAR   2767   16333       53.047     0.071196       7.2218   1.0859e-13
Cluster230     COVAR   2768   16333        24.59     0.036847       6.1566   3.2641e-05
Cluster240     COVAR   2768   16333        46.88     0.062097       7.1429    2.733e-11
Cluster230     COVAR   2769   16333       22.612     0.033882       6.2049   0.00013464
Cluster241     COVAR   2769   16333       44.496     0.065588       6.6336   1.0289e-11
Cluster230     COVAR   2770   16333       21.097     0.031612       6.2524   0.00037123
Cluster242     COVAR   2770   16333       50.982     0.065464       7.5729   8.7084e-12
Cluster230     COVAR   2771   16333       23.671     0.035469       6.2056   6.8562e-05
Cluster243     COVAR   2771   16333       41.312     0.058865       7.0159   1.9984e-09
Cluster230     COVAR   2772   16333       27.739     0.041565       6.1777   3.5878e-06
Cluster244     COVAR   2772   16333       19.157      0.02861       6.3256     0.001231
Cluster230     COVAR   2773   16333       26.922     0.040341       6.2017   7.1421e-06
Cluster245     COVAR   2773   16333       22.439     0.032102       6.6565   0.00037554
Cluster230     COVAR   2774   16333       27.982      0.04193        6.121   2.4432e-06
Cluster248     COVAR   2774   16333       29.059      0.04294       6.4802   3.6891e-06
Cluster230     COVAR   2775   16333       24.324     0.036448       6.2096   4.5033e-05
Cluster249     COVAR   2775   16333       38.868     0.051012       7.3299   5.7994e-08
Cluster230     COVAR   2776   16333       25.503     0.038214       6.1649   1.7723e-05
Cluster250     COVAR   2776   16333       33.343     0.056344       6.1411   2.8761e-08
Cluster230     COVAR   2777   16333       25.466     0.038158       6.1633   1.8109e-05
Cluster251     COVAR   2777   16333        35.32     0.055159       6.4068   1.7992e-08
Cluster230     COVAR   2778   16333       25.933     0.038859       6.1504    1.249e-05
Cluster252     COVAR   2778   16333       37.021     0.054586       6.7176   1.8179e-08
Cluster230     COVAR   2779   16333       26.637     0.039914       6.1596   7.7018e-06
Cluster253     COVAR   2779   16333       28.865     0.043776       6.4131   3.4111e-06
Cluster230     COVAR   2780   16333       28.607     0.042866        6.105    1.408e-06
Cluster256     COVAR   2780   16333       28.942     0.043334       6.1096   1.0952e-06
Cluster230     COVAR   2781   16333       28.095     0.042098       6.1154   2.1928e-06
Cluster257     COVAR   2781   16333       33.006     0.043896       7.0518   1.4449e-06
Cluster230     COVAR   2782   16333       28.629     0.042898       6.1195   1.4607e-06
Cluster258     COVAR   2782   16333       23.692     0.035124       6.4725   0.00012637
Cluster230     COVAR   2783   16333       25.527     0.038251       6.1435   1.6354e-05
